date,exchange_rate
7/25/2012,56.1603758
7/26/2012,55.52528548
7/27/2012,55.33490298
7/28/2012,55.33490298
7/29/2012,55.33490298
7/30/2012,55.58468071
7/31/2012,55.655324
8/1/2012,55.47406082
8/2/2012,55.83508829
8/3/2012,55.75500204
8/4/2012,55.75500204
8/5/2012,55.75500204
8/6/2012,55.52710235
8/7/2012,55.06915407
8/8/2012,55.4150454
8/9/2012,55.29469149
8/10/2012,55.28461915
8/11/2012,55.28461915
8/12/2012,55.28461915
8/13/2012,55.34403112
8/14/2012,55.65981218
8/15/2012,55.68589117
8/16/2012,55.77490024
8/17/2012,55.71532788
8/18/2012,55.71532788
8/19/2012,55.71532788
8/20/2012,55.69918699
8/21/2012,55.39507564
8/22/2012,55.49164524
8/23/2012,55.25493945
8/24/2012,55.48492844
8/25/2012,55.48492844
8/26/2012,55.48492844
8/27/2012,55.68236233
8/28/2012,55.67500797
8/29/2012,55.63013153
8/30/2012,55.63376913
8/31/2012,55.5277139
9/1/2012,55.5277139
9/2/2012,55.5277139
9/3/2012,55.53469128
9/4/2012,55.66102234
9/5/2012,55.89123867
9/6/2012,55.66466213
9/7/2012,55.28490477
9/8/2012,55.28490477
9/9/2012,55.28490477
9/10/2012,55.44536631
9/11/2012,55.32493939
9/12/2012,55.2287531
9/13/2012,55.42757552
9/14/2012,54.30622375
9/15/2012,54.30622375
9/16/2012,54.30622375
9/17/2012,54.05471496
9/18/2012,54.02481998
9/19/2012,53.99477004
9/20/2012,54.33580361
9/21/2012,53.46473668
9/22/2012,53.46473668
9/23/2012,53.46473668
9/24/2012,53.47475999
9/25/2012,53.31503248
9/26/2012,53.51498638
9/27/2012,53.07519031
9/28/2012,52.86001547
9/29/2012,52.86001547
9/30/2012,52.86001547
10/1/2012,52.40894618
10/2/2012,52.39520495
10/3/2012,52.26518909
10/4/2012,51.73500116
10/5/2012,51.85509922
10/6/2012,51.85509922
10/7/2012,51.85509922
10/8/2012,52.61923136
10/9/2012,52.71203582
10/10/2012,53.00256032
10/11/2012,52.65520978
10/12/2012,52.81881264
10/13/2012,52.81881264
10/14/2012,52.81881264
10/15/2012,53.01518773
10/16/2012,52.85528131
10/17/2012,52.86509146
10/18/2012,53.39762159
10/19/2012,53.83966245
10/20/2012,53.83966245
10/21/2012,53.83966245
10/22/2012,53.47469953
10/23/2012,53.76470588
10/24/2012,53.83171071
10/25/2012,53.57500192
10/26/2012,53.73334366
10/27/2012,53.73334366
10/28/2012,53.73334366
10/29/2012,54.08512948
10/30/2012,53.96620892
10/31/2012,53.81359193
11/1/2012,53.70481696
11/2/2012,53.81089494
11/3/2012,53.81089494
11/4/2012,53.81089494
11/5/2012,54.60749785
11/6/2012,54.43515625
11/7/2012,54.21465558
11/8/2012,54.36479271
11/9/2012,54.78493777
11/10/2012,54.78493777
11/11/2012,54.78493777
11/12/2012,54.87475461
11/13/2012,54.97006931
11/14/2012,54.80905233
11/15/2012,54.68485419
11/16/2012,55.17536289
11/17/2012,55.17536289
11/18/2012,55.17536289
11/19/2012,55.06503683
11/20/2012,55.09485518
11/21/2012,55.11518938
11/22/2012,55.14294578
11/23/2012,55.53505306
11/24/2012,55.53505306
11/25/2012,55.53505306
11/26/2012,55.62480716
11/27/2012,55.35992593
11/28/2012,55.46505314
11/29/2012,54.82530399
11/30/2012,54.42476513
12/1/2012,54.42476513
12/2/2012,54.42476513
12/3/2012,54.7767481
12/4/2012,54.66773602
12/5/2012,54.55644853
12/6/2012,54.1378519
12/7/2012,54.47500969
12/8/2012,54.47500969
12/9/2012,54.47500969
12/10/2012,54.50502707
12/11/2012,54.26999153
12/12/2012,54.2553681
12/13/2012,54.25349851
12/14/2012,54.49124685
12/15/2012,54.49124685
12/16/2012,54.49124685
12/17/2012,54.87537994
12/18/2012,54.85506147
12/19/2012,54.55495414
12/20/2012,54.86486486
12/21/2012,55.07532743
12/22/2012,55.07532743
12/23/2012,55.07532743
12/24/2012,54.9553639
12/25/2012,54.9553639
12/26/2012,54.9553639
12/27/2012,54.96230966
12/28/2012,54.75498748
12/29/2012,54.75498748
12/30/2012,54.75498748
12/31/2012,54.99469456
1/1/2013,54.99469456
1/2/2013,54.31307495
1/3/2013,54.50465578
1/4/2013,55.07531509
1/5/2013,55.07531509
1/6/2013,55.07531509
1/7/2013,55.22509395
1/8/2013,55.06495491
1/9/2013,54.75490196
1/10/2013,54.65347365
1/11/2013,54.75968058
1/12/2013,54.75968058
1/13/2013,54.75968058
