Stock,Year,Month,Stock Splits
GYRO,2015,Sep,0.09
HAE,2012,Dec,2.0
HAFC,1999,Apr,1.11
HAFC,2000,Feb,1.1
HAFC,2001,Mar,1.12
HAFC,2001,Sep,1.5
HAFC,2002,Mar,1.09
HAFC,2005,Feb,2.0
HAFC,2005,Jan,1.0
HAFC,2011,Dec,0.125
HAIN,2014,Dec,2.0
HAL,2006,Jul,2.0
HALL,2006,Jul,0.16666666666666666
HAS,1999,Mar,1.5
HBAN,1999,Jul,1.1
HBAN,2000,Jul,1.1
HBI,2015,Mar,4.0
HBIO,2013,Nov,1.319
HBNC,2003,Nov,1.5
HBNC,2011,Dec,1.5
HBNC,2012,Nov,1.5
HBNC,2016,Nov,1.5
HBNC,2018,Jun,1.5
HCHC,2013,Aug,1.0
HCM,2019,May,1.0
HCSG,2004,Mar,1.5
HCSG,2005,May,1.5
HCSG,2007,Aug,1.5
HCSG,2010,Nov,1.5
HD,1999,Dec,1.5
HDB,2011,Jul,5.0
HDB,2019,Sep,2.0
HE,2004,Jun,2.0
HEAR,2012,Mar,0.2
HEAR,2018,Apr,0.25
HEI,2000,Jul,1.1
HEI,2001,Aug,1.1
HEI,2004,Jan,1.1
HEI,2010,Apr,1.25
HEI,2011,Apr,1.25
HEI,2012,Apr,1.25
HEI,2013,Oct,1.25
HEI,2017,Apr,2.5
HEI,2018,Jan,2.5
HEI,2018,Jun,2.5
HEP,2013,Jan,2.0
HEPA,2018,May,0.125
HEPA,2019,Jun,0.014285714285714285
HES,2006,Jun,3.0
HFC,2001,Jul,2.0
HFC,2004,Aug,2.0
HFC,2006,Jun,2.0
HFC,2011,Sep,2.0
HFC,2013,Aug,1.0
HFWA,2005,Sep,1.0
HHS,2002,May,1.5
HHS,2018,Feb,0.1
HHT,2013,Aug,0.08333333333333333
HIBB,2002,Feb,1.5
HIBB,2003,Jul,1.5
HIBB,2004,Apr,1.5
HIBB,2005,Sep,1.5
HLF,2011,May,2.0
HLF,2018,May,2.0
HLIO,2005,Jul,1.5
HLIO,2007,Jul,1.5
HLIO,2011,Jul,1.5
HLIT,1999,Oct,2.0
HLT,2017,Jan,0.4873294346978557
HLX,2000,Nov,2.0
HLX,2005,Dec,2.0
HMC,2002,Jan,4.0
HMST,2012,Mar,2.0
HMST,2012,Nov,3.0
HMSY,2011,Aug,3.0
HNNA,2005,Mar,1.5
HNNA,2006,Mar,1.5
HNNA,2007,Mar,1.5
HNNA,2017,Feb,1.5
HNNA,2017,Mar,1.5
HNP,2004,May,2.0
HOFT,2004,Feb,2.0
HOG,2000,Apr,2.0
HOLX,2005,Dec,2.0
HOLX,2008,Apr,2.0
HOMB,2008,Aug,1.08
HOMB,2010,May,1.1
HOMB,2013,Jun,2.0
HOMB,2016,Jun,2.0
HOMB,2016,May,2.0
HON,2016,Oct,1.0053282396702523
HON,2018,Oct,2.043
HONE,2019,Aug,1.795
HOPE,1999,May,1.08
HOPE,2000,Apr,1.08
HOPE,2003,Mar,2.0
HOPE,2004,Jun,2.0
HOV,2004,Mar,2.0
HOV,2019,Mar,0.04
HP,2006,Jul,2.0
HPE,2017,Apr,1.3348
HPE,2017,Sep,1.289
HPQ,2000,Oct,2.0
HPQ,2015,Nov,2.202
HQI,2005,Aug,5.0
HQI,2017,Dec,0.08333333333333333
HRB,2001,Aug,2.0
HRB,2005,Aug,2.0
HRC,2008,Apr,1.8635855385762206
HRL,2000,Feb,2.0
HRL,2011,Feb,2.0
HRL,2016,Feb,2.0
HROW,2012,Feb,0.125
HROW,2013,Feb,0.2
HRTX,2007,May,0.25
HRTX,2014,Jan,0.05
HSC,2007,Mar,2.0
HSDT,2018,Jan,0.2
HSIC,2005,Mar,2.0
HSIC,2017,Sep,2.0
HSIC,2019,Feb,1.275
HSKA,2010,Dec,0.1
HSON,2005,Feb,2.0
HSON,2019,Jun,0.1
HST,2009,Nov,1.0215
HSY,2004,Jun,2.0
HT,2015,Jun,0.25
HTA,2014,Dec,0.5
HTBK,1999,Feb,1.5
HTBK,2000,Feb,1.1
HTBX,2018,Jan,0.1
HTHT,2018,May,4.0
HTLD,2001,Jun,1.25
HTLD,2002,Feb,1.5769
HTLD,2004,Aug,1.5
HTLD,2006,May,1.3333333333333333
HTLF,2003,Dec,1.5
HTZ,2016,Jul,0.2
HTZ,2019,Jun,1.151
HUBG,2005,May,2.0
HUBG,2006,Jun,2.0
HUGE,2019,Oct,0.004975124378109453
HUN,2014,Jul,10.0
HVT,1999,Aug,2.0
HWBK,1999,Oct,1.5
HWBK,2000,Jun,2.0
HWBK,2003,Jul,1.5
HWBK,2009,Jun,1.04
HWBK,2010,Jun,1.0
HWBK,2011,Jun,1.0
HWBK,2012,Jun,1.04
HWBK,2013,Jun,2.04
HWBK,2014,Jun,1.04
HWBK,2015,Jun,1.04
HWBK,2017,Jun,1.0
HWBK,2018,Jun,1.04
HWC,2002,Aug,1.5
HWC,2004,Mar,2.0
IAC,2000,Feb,2.0
IAC,2005,Aug,0.9
IAC,2008,Aug,1.146
IART,2015,Jul,1.106
IART,2017,Jan,2.0
IBCP,2010,Sep,0.1
IBIO,2018,Jun,0.1
IBKC,2005,Aug,1.25
IBM,1999,May,2.0
IBN,2014,Dec,5.0
IBN,2017,Jun,1.1
IBOC,1999,Jun,1.25
IBOC,2000,Jun,1.25
IBOC,2001,Jun,1.25
IBOC,2002,Jun,1.25
IBOC,2003,Jun,1.25
IBOC,2004,Jun,1.25
IBOC,2005,Jun,1.25
IBOC,2007,May,1.1
ICAD,2012,Aug,0.2
ICE,2016,Nov,5.0
ICLR,2006,Oct,2.0
ICLR,2008,Aug,2.0
ICON,2019,Mar,0.1
ICUI,2002,Mar,1.5
IDEX,2012,Feb,0.013333333333333334
IDN,2014,Aug,0.125
IDRA,2006,Jun,0.125
IDRA,2018,Jul,0.125
IDT,2009,Feb,0.3333333333333333
IDT,2013,Aug,1.183
IDXG,2016,Dec,0.1
IDXX,2007,Nov,2.0
IDXX,2015,Jun,2.0
IEC,2009,Aug,1.0
IEC,2009,May,0.1
IEP,2012,Aug,1.0062
IEP,2012,Jan,1.0043
IEP,2012,Mar,1.0063
IEP,2012,May,1.0053
IEP,2012,Nov,1.0059
IESC,2006,May,0.05850690381465013
IEX,2004,Jun,1.5
IEX,2007,May,1.5
IGC,2013,Apr,0.1
IGT,2003,Jul,4.0
IHC,2000,Aug,1.0
IHC,2004,Jul,1.8
IHC,2012,Feb,1.0
IHG,2005,Jun,0.7333333333333333
IHG,2006,Jun,0.875
IHG,2007,Jun,0.8392857142857143
IHG,2012,Oct,0.9333333333333333
IHG,2014,Jul,0.923
IHG,2016,May,0.833
IHG,2017,May,0.957
IHG,2019,Jan,0.949
IIIN,2006,Jun,2.0
IIVI,2000,Sep,2.0
IIVI,2005,Mar,2.0
IIVI,2011,Jun,2.0
IKNX,1999,Dec,1.1
IKNX,2004,May,1.5
ILMN,2008,Sep,2.0
IMBI,2019,Dec,0.1
IMH,2009,Jan,0.1
IMMP,2016,Dec,0.3
IMMP,2019,Nov,0.1
IMO,2006,May,3.0
IMOS,2011,Jan,0.25
IMOS,2016,Oct,1.0689470871191875
IMUX,2019,Apr,0.025
IMV,2018,May,0.312
INBK,2013,Jun,1.5
INCY,2000,Sep,2.0
INFI,2006,Sep,0.25
INFO,2016,Jul,6.0
INFY,2000,Feb,2.0
INFY,2004,Jul,2.0
INFY,2006,Jul,2.0
INFY,2014,Dec,2.0
INFY,2015,Jun,2.0
INFY,2018,Sep,4.0
ING,2001,Jul,2.0
INGR,2005,Jan,2.0
INO,2004,Sep,0.25
INO,2014,Jun,0.25
INOD,1999,Sep,3.0
INOD,2000,Dec,2.0
INOD,2001,Mar,2.0
INPX,2014,Apr,0.5
INPX,2017,Mar,0.06666666666666667
INPX,2018,Feb,0.03333333333333333
INPX,2018,Nov,0.025
INSG,2002,Oct,0.06666666666666667
INSM,2000,Jul,0.25
INSM,2011,Mar,0.1
INT,2005,Feb,2.0
INT,2009,Dec,2.0
INTC,1999,Apr,2.0
INTC,2000,Jul,2.0
INTG,2003,Apr,1.5
INTL,1999,Mar,1.1
INTL,2000,Mar,1.1
INTU,1999,Oct,3.0
INTU,2006,Jul,2.0
INUV,2010,Dec,0.1
INVA,2014,Jun,1.241
INVE,2014,May,0.1
IO,2016,Feb,1.0666666666666667
IOR,2005,Jun,3.0
IOSP,2007,Jul,2.0
IOVA,2013,Sep,0.01
IP,2014,Jul,1.014
IPAR,2000,Jun,1.5
IPAR,2001,Sep,1.5
IPAR,2008,Jun,1.5
IPDN,2016,Sep,0.125
IPG,1999,Jul,2.0
IPWR,2019,Aug,0.1
IRET,2018,Dec,0.1
IRM,2000,Jan,1.0
IRM,2002,Jan,1.5
IRM,2004,Jul,1.5
IRM,2007,Jan,1.5
IRM,2014,Sep,1.082
IRS,1999,Nov,1.0
IRS,2000,Nov,1.1084
IRS,2002,Dec,1.022
IRWD,2019,Apr,1.194
ISBC,2014,May,2.549
ISDR,2011,Oct,0.1
ISNS,2000,Apr,1.2
ISRG,2003,Jul,0.5
ISRG,2017,Oct,3.0
ISSC,2005,Jul,1.5
ITCB,2011,Feb,3.3333333333333335
ITP,2009,Nov,0.25
ITT,2006,Feb,2.0
ITT,2011,Nov,3.0156815440289506
ITUB,2005,Oct,5.0
ITUB,2007,Oct,2.0
ITUB,2008,Jun,1.25
ITUB,2009,Aug,1.0
ITUB,2013,May,1.1
ITUB,2014,Jun,1.1
ITUB,2015,Jul,1.1
ITUB,2016,Oct,1.1
ITUB,2018,Nov,1.5
ITW,2006,May,2.0
IVZ,2000,Nov,2.5
IX,2000,Jun,1.2
IX,2013,Apr,1.0
IZEA,2012,Aug,0.05
IZEA,2016,Jan,0.05
J,2002,Apr,2.0
J,2007,Mar,2.0
JACK,2007,Oct,2.0
JAGX,2018,Jun,0.06666666666666667
JAGX,2019,Jun,0.014285714285714285
JAKK,1999,Nov,1.5
JAN,2019,Apr,0.2
JBHT,2003,Sep,2.0
JBHT,2005,May,2.0
JBL,1999,Feb,2.0
JBL,2000,Mar,2.0
JBLU,2002,Dec,1.5
JBLU,2003,Nov,1.5
JBLU,2005,Dec,1.5
JCI,1999,Oct,2.0
JCI,2004,Jan,2.0
JCI,2007,Jul,0.25
JCI,2007,Oct,3.0
JCI,2012,Oct,2.011667672500503
JCI,2016,Sep,2.0
JCOM,2001,Feb,0.25
JCOM,2003,Sep,2.0
JCOM,2006,May,2.0
JCTCF,2003,Feb,1.5
JCTCF,2007,Mar,2.5
JCTCF,2013,May,2.0
JCTCF,2018,May,4.0
JEF,2005,Jan,1.5
JEF,2006,Jun,2.0
JEF,2013,Feb,1.027
JEF,2019,Sep,1.068
JHX,2015,Sep,5.0
JILL,2019,Mar,1.191
JJSF,2006,Jan,2.0
JKHY,2000,Mar,2.0
JKHY,2001,Mar,2.0
JNJ,2001,Jun,2.0
JNPR,2000,Jan,3.0
JNPR,2000,Jun,2.0
JOB,1999,Oct,1.15
JOB,2015,Oct,0.1
JOBS,2014,Aug,2.0
JPM,2000,Jun,1.5
JWN,2005,Jul,2.0
KAI,2001,Jul,0.2
KALV,2016,Nov,0.14285714285714285
KAR,2019,Jun,2.642
KB,2001,Dec,1.06
KBAL,2014,Nov,1.281
KBH,2005,Apr,2.0
KBSF,2017,Feb,0.13333333333333333
KEX,2006,Jun,2.0
KFS,2012,Jul,0.25
KGC,2003,Feb,0.3333333333333333
KGJI,2010,Aug,0.5
KIM,2001,Dec,1.5
KIM,2005,Aug,2.0
KINS,2004,Aug,0.2
KIQ,2010,May,0.14285714285714285
KLAC,2000,Jan,2.0
KLIC,2000,Aug,2.0
KMB,2014,Nov,1.043
KMI,2015,Jan,10.0
KMPR,1999,Mar,2.0
KMT,2007,Dec,2.0
KMX,2007,Mar,2.0
KNX,2001,Dec,1.5
KNX,2001,Jun,1.5
KNX,2004,Jul,1.5
KNX,2005,Dec,1.5
KO,2012,Aug,2.0
KOPN,1999,Dec,2.0
KOPN,2000,Jul,2.0
KOSS,2001,Nov,2.0
KOSS,2009,Dec,2.0
KR,1999,Jun,2.0
KR,2015,Jul,2.0
KRC,2013,Feb,0.7142857142857143
KRG,2014,Aug,0.25
KRNY,2015,May,2.3804
KRO,2011,May,2.0
KSS,2000,Apr,2.0
KSU,2000,Jul,0.5
KTOS,2009,Sep,0.1
KZIA,2012,Jan,0.2
KZIA,2013,Jan,3.038
KZIA,2017,Jul,0.25
L,2001,Mar,2.0
L,2006,May,3.0
LAC,2017,Nov,0.2
LAKE,2002,Jul,1.1
LAKE,2003,Jul,1.1
LAKE,2005,Apr,1.1
LAKE,2006,Jul,1.1
LARK,2001,Dec,1.0
LARK,2002,Dec,1.0
LARK,2003,Dec,1.0
LARK,2004,Nov,1.0
LARK,2005,Dec,1.0
LARK,2006,Dec,1.0
LARK,2007,Nov,1.0
LARK,2008,Nov,1.0
LARK,2009,Nov,1.0
LARK,2010,Nov,1.0
LARK,2011,Nov,1.0
LARK,2012,Nov,1.0
LARK,2013,Nov,1.0
LARK,2014,Nov,1.05
LARK,2015,Nov,1.05
LARK,2016,Nov,1.05
LARK,2017,Nov,1.05
LARK,2018,Nov,1.05
LARK,2019,Nov,1.05
LB,2000,May,2.0
LBAI,2000,Oct,1.05
LBAI,2001,Oct,1.05
LBAI,2002,Oct,1.05
LBAI,2003,Sep,1.05
LBAI,2005,Jul,1.0
LBAI,2006,Jul,1.05
LBAI,2007,Oct,1.05
LBAI,2011,Jan,1.05
LBAI,2012,Mar,1.05
LBAI,2014,May,1.05
LBRDA,2014,Dec,1.045
LBRDK,2014,Dec,1.046
LBTYB,2005,Sep,2.0
LBTYB,2014,Mar,1.948
LBTYB,2016,Jun,1.125
LC,2019,Jul,0.2
LCI,2003,Mar,1.5
LCII,2005,Sep,2.0
LCNB,2004,May,2.0
LCNB,2007,May,2.0
LDOS,2013,Sep,0.405
LEA,2011,Mar,2.0
LEAF,2014,Aug,0.504
LECO,2011,Jun,2.0
LEDS,2016,Apr,0.1
LEN,2003,Apr,1.0
LEN,2004,Jan,2.0
LEN,2017,Nov,1.017
LEU,2013,Jul,0.04
LEU,2014,Sep,0.091
LFC,2006,Dec,2.666
LFC,2015,May,3.0
LFVN,2004,Oct,0.014705882352941176
LFVN,2015,Oct,0.14285714285714285
LGL,2013,Aug,1.641
LGND,2010,Nov,0.16666666666666666
LH,2000,May,0.1
LH,2001,Jun,2.0
LH,2002,May,2.0
LHX,2005,Mar,2.0
LHX,2009,May,1.058425063505504
LIFE,2019,Jul,0.07142857142857142
LIN,2003,Dec,2.0
LIQT,2019,Apr,0.25
LIVE,2007,Aug,0.1
LIVE,2010,Sep,0.1
LIVE,2011,Jul,1.0526315789473684
LIVE,2014,Feb,3.0
LIVE,2016,Dec,0.16666666666666666
LIVX,2017,Oct,0.3333333333333333
LJPC,2014,Jan,0.02
LKFN,2006,May,2.0
LKFN,2016,Aug,1.5
LKQ,2006,Jan,2.0
LKQ,2007,Dec,2.0
LKQ,2012,Sep,2.0
LLEX,2011,Oct,0.5
LLEX,2016,Jun,0.2
LM,2004,Sep,1.5
LMFA,2018,Oct,0.1
LMNL,2019,Jul,0.001
LMNR,2010,Apr,11.0
LMST,2008,Oct,1.05
LMST,2009,Nov,1.05
LMST,2010,Dec,1.05
LMST,2016,Dec,0.2
LMT,1999,Jan,2.0
LNC,1999,Jun,2.0
LNG,2000,Oct,0.25
LNG,2005,Apr,2.0
LNT,2016,May,2.0
LODE,2017,Nov,0.2
LODE,2019,Nov,0.2
LOGI,2000,Jul,2.0
LOGI,2005,Jul,2.0
LOGI,2006,Jul,2.0
LONE,2015,May,0.04
LONE,2016,Jul,0.5
LOW,2001,Jul,2.0
LOW,2006,Jul,2.0
LPTH,2003,Mar,0.125
LRCX,2000,Mar,3.0
LSCC,1999,Sep,2.0
LSCC,2000,Oct,2.0
LSTR,2002,Aug,2.0
LSTR,2003,Nov,2.0
LSTR,2005,Jan,2.0
LTBR,2009,Sep,0.03333333333333333
LTBR,2016,Jul,0.2
LTBR,2019,Oct,0.08333333333333333
LTRX,2009,Dec,0.16666666666666666
LULU,2011,Jul,2.0
LUV,1999,Jul,1.5
LUV,2001,Feb,1.5
LWAY,2004,Mar,2.0
LWAY,2006,Aug,2.0
LXRX,2015,May,0.14285714285714285
LYG,2009,May,1.0
LYTS,2001,Dec,1.5
LYTS,2003,Nov,1.25
M,2006,Jun,2.0
MA,2014,Jan,10.0
MAC,2009,Aug,1.0189
MAC,2009,May,1.027
MAC,2009,Nov,1.0179
MAC,2010,Feb,1.014
MACK,2017,Sep,0.1
MACK,2019,Sep,1.271
MAGS,2002,Aug,1.0
MAGS,2002,Jul,1.03
MAGS,2003,Aug,2.0300000000000002
MAGS,2004,Aug,1.0
MAGS,2004,Jul,1.05
MANH,2014,Jan,4.0
MAR,2006,Jun,2.0
MAR,2009,Aug,1.004
MAR,2009,Jun,1.004
MAR,2009,Nov,1.003
MAR,2011,Nov,1.061
MARA,2013,Jul,0.07692307692307693
MARA,2014,Dec,2.0
MARA,2017,Oct,0.25
MARA,2019,Apr,0.25
MARK,2010,Feb,0.1
MAS,2015,Jul,1.138
MATW,2001,Sep,2.0
MATX,2012,Jul,2.0855057351407718
MBCN,2003,Dec,1.05
MBCN,2004,Nov,1.05
MBCN,2006,Nov,1.05
MBCN,2007,Nov,2.05
MBCN,2019,Nov,2.0
MBI,2001,Apr,1.5
MBOT,2011,Jul,0.1
MBOT,2016,May,0.08333333333333333
MBOT,2016,Nov,0.1111111111111111
MBOT,2018,Sep,0.06666666666666667
MBT,2005,Jan,4.0
MBT,2010,May,2.5
MBWM,2001,Jan,1.05
MBWM,2002,Jan,1.05
MBWM,2003,Jan,1.05
MBWM,2004,Apr,1.05
MBWM,2005,Jul,1.05
MBWM,2006,Apr,1.0
MBWM,2007,Apr,1.05
MC,2014,Aug,0.5
MC,2017,Jun,1.0
MCBC,2001,Apr,1.03
MCBC,2002,Apr,1.04
MCBC,2003,May,1.05
MCBC,2004,May,1.05
MCBC,2005,May,1.15
MCBC,2006,Jun,1.5
MCBC,2006,May,1.05
MCBC,2007,May,1.05
MCD,1999,Mar,2.0
MCF,2000,Dec,0.5
MCHP,2000,Feb,1.5
MCHP,2000,Sep,1.5
MCHP,2002,May,1.5
MCO,2005,May,2.0
MCRI,2005,Mar,2.0
MD,1999,Mar,2.0
MD,2006,Apr,2.0
MD,2013,Dec,2.0
MDC,2001,Dec,1.1
MDC,2001,Feb,1.1
MDC,2003,May,1.1
MDC,2004,Mar,1.1
MDC,2005,Jan,1.3
MDC,2016,Dec,2.05
MDC,2017,Dec,1.08
MDC,2019,Feb,1.0833333333333333
MDCA,2013,Nov,1.5
MDGL,2016,Jul,0.02857142857142857
MDGS,2017,Mar,0.1
MDGS,2018,Jul,0.25
MDT,1999,Sep,2.0
MDU,2003,Oct,1.5
MDU,2006,Jul,1.5
MEI,2001,Apr,2.672367717797969
MEIP,2010,Mar,0.1
MEIP,2012,Dec,0.16666666666666666
MET,2017,Aug,1.122
MFC,2006,Jun,2.0
MFH,2018,Jul,0.1
MFNC,2004,Dec,0.05
MG,2015,Mar,0.5
MGA,2010,Nov,2.0
MGA,2015,Mar,2.0
MGEE,2014,Feb,1.5
MGEN,2016,Nov,0.06666666666666667
MGI,2011,Nov,0.125
MGIC,2000,Feb,3.0
MGM,2000,Feb,2.0
MGM,2005,May,2.0
MGPI,2004,Jul,2.0
MGRC,2005,Mar,2.0
MHH,2013,Dec,1.25
MHH,2018,Aug,2.0
MHO,2002,Jun,2.0
MICT,2013,Mar,0.5
MIDD,2007,Jun,2.0
MIDD,2014,Jun,3.0
MINI,2006,Mar,2.0
MKC,2002,Apr,2.0
MKGI,2018,Feb,0.4
MLI,2014,Mar,2.0
MLND,2018,Dec,0.06666666666666667
MLR,2001,Oct,0.2
MLSS,2004,Jan,0.3333333333333333
MLVF,2012,Oct,1.0748
MMAC,2014,Sep,0.4
MMC,2002,Jul,2.0
MMM,2003,Sep,2.0
MMP,2005,Apr,2.0
MMP,2012,Oct,2.0
MMS,2011,Jul,2.0
MMS,2013,Jul,2.0
MMSI,2001,Aug,1.25
MMSI,2002,Apr,1.25
MMSI,2003,Aug,1.3333333333333333
MMSI,2003,Dec,1.3333333333333333
MMSI,2011,May,1.25
MNKD,2017,Mar,0.2
MNRO,2003,Nov,1.5
MNRO,2007,Oct,1.5
MNRO,2010,Dec,1.5
MNSB,2018,Apr,1.05
MNST,2005,Aug,2.0
MNST,2006,Jul,4.0
MNST,2012,Feb,2.0
MNST,2016,Nov,3.0
MOH,2011,May,1.5
MOSY,2017,Feb,0.1
MOSY,2019,Aug,0.05
MOV,2004,Jun,2.0
MOXC,2016,Jul,0.5
MOXC,2019,Apr,0.2
MPB,1999,Nov,1.05
MPB,2003,May,1.05
MPB,2006,Feb,1.05
MPB,2007,May,1.05
MPC,2015,Jun,2.0
MPX,2004,Mar,1.5
MPX,2005,Mar,1.5
MR,2019,Mar,0.06666666666666667
MRCY,1999,Dec,2.0
MRIN,2017,Oct,0.14285714285714285
MRK,1999,Feb,2.0
MRKR,2007,Jun,0.4
MRKR,2009,Jul,0.1
MRKR,2014,Feb,0.01
MRKR,2016,Sep,0.08333333333333333
MRO,2007,Jun,2.0
MRO,2011,Jul,1.6764459346186085
MRTN,2003,Dec,1.5
MRTN,2003,Jul,1.5
MRTN,2005,Dec,1.5
MRTN,2013,Jun,1.5
MRTN,2017,Jul,1.6666666666666667
MRVL,2004,Jun,2.0
MRVL,2006,Jul,2.0
MS,2000,Jan,2.0
MSA,2000,May,3.0
MSA,2004,Jan,3.0
MSBF,2015,Jul,1.0
MSEX,2002,Jan,1.5
MSEX,2003,Nov,1.3333333333333333
MSFT,1999,Mar,2.0
MSFT,2003,Feb,2.0
MSGN,2015,Oct,4.308
MSI,2000,Jun,3.0
MSI,2004,Dec,1.1173184357541899
MSI,2011,Jan,0.24737167594310452
MSTR,2000,Jan,2.0
MSTR,2002,Jul,0.1
MSVB,2018,Jul,2.346
MT,2014,Oct,14.0
MT,2017,May,0.3333333333333333
MTA,2011,Mar,0.5
MTA,2016,Dec,0.3333333333333333
MTA,2019,Dec,0.5
MTB,2000,Oct,10.0
MTEM,2008,Aug,0.16666666666666666
MTEM,2017,Aug,0.09090909090909091
MTEX,2012,Jan,0.1
MTH,2002,Apr,2.0
MTH,2005,Jan,2.0
MTL,2008,May,3.0
MTL,2016,Jan,0.5
MTN,2008,Nov,1.0
MTP,2019,Apr,0.1
MTR,2013,Dec,0.25
MTRX,2003,Nov,2.0
MTSL,2010,Mar,0.5
MTSL,2017,Sep,0.3333333333333333
MTW,1999,Apr,1.5
MTW,2006,Apr,2.0
MTW,2007,Sep,2.0
MTW,2016,Mar,4.41584
MTW,2017,Nov,0.25
MTX,2012,Dec,2.0
MTZ,2000,Jun,1.5
MU,2000,May,2.0
MUR,2002,Dec,2.0
MUR,2005,Jun,2.0
MUR,2013,Sep,1.158
MVBF,2014,Apr,2.0
MVIS,2012,Feb,0.125
MXC,2002,Feb,1.1
MXIM,1999,Dec,2.0
MYE,1999,Aug,1.1
MYE,2000,Aug,1.1
MYE,2001,Aug,1.1
MYE,2002,Sep,1.25
MYE,2004,Aug,1.1
MYGN,2000,Sep,2.0
MYGN,2009,Mar,2.0
MYL,2003,Jan,1.5
MYL,2003,Oct,1.5
MYOS,2010,Jul,14.0
MYOS,2014,Feb,0.02
MYSZ,2019,Nov,0.06666666666666667
NAKD,2015,Aug,0.025
NAKD,2019,Dec,0.01
NAT,2014,Jul,1.014
NAT,2017,Aug,1.008
NATI,1999,Aug,1.5
NATI,2004,Feb,1.5
NATI,2011,Feb,1.5
NATR,2013,Aug,1.0
NAVB,2019,Apr,0.05
NBL,2005,Sep,2.0
NBL,2013,May,2.0
NBR,2006,Apr,2.0
NBRV,2017,Jun,10.0
NBTB,1999,Nov,1.05
NBY,2015,Dec,1.04
NC,2012,Oct,3.048780487804878
NC,2017,Oct,4.377
NCR,2005,Jan,2.0
NCTY,2018,May,0.3333333333333333
NDSN,2000,Sep,2.0
NDSN,2011,Apr,2.0
NE,2007,Aug,2.0
NE,2014,Aug,1.144
NEE,2005,Mar,2.0
NEN,2012,Jan,3.0
NEOG,2004,Jan,1.25
NEOG,2007,Sep,2.5
NEOG,2009,Dec,1.5
NEOG,2013,Oct,1.5
NEOG,2017,Dec,1.3333333333333333
NEOG,2018,Jan,1.333
NEON,2007,Apr,0.2
NEON,2011,Mar,0.04
NEON,2018,Oct,0.1
NEPH,2011,Mar,0.05
NEPH,2019,Jul,0.1111111111111111
NETE,2016,May,0.1
NETE,2017,Oct,0.1
NEU,2002,Jul,0.2
NFBK,2013,Jan,1.4029
NFG,2001,Sep,2.0
NFLX,2004,Feb,2.0
NFLX,2015,Jul,7.0
NGG,2017,May,0.916
NHLD,2015,Feb,0.1
NHTC,2003,Mar,0.01
NI,2015,Jul,2.545
NICE,2006,May,2.0
NICK,2001,Sep,4.0
NICK,2005,Jun,1.5
NICK,2009,Nov,1.1
NJR,2002,Mar,1.5
NJR,2008,Mar,1.5
NJR,2015,Mar,2.0
NKE,2007,Apr,2.0
NKE,2012,Dec,2.0
NKE,2015,Dec,2.0
NKSH,2006,Apr,2.0
NKTR,2000,Aug,2.0
NLOK,2002,Feb,2.0
NLOK,2003,Nov,2.0
NLOK,2004,Dec,2.0
NLS,2000,Aug,1.5
NLS,2001,Aug,1.5
NLS,2001,Jan,1.5
NM,2019,Jan,0.1
NMM,2019,May,0.06666666666666667
NMRD,2019,Dec,0.1
NNA,2018,Nov,0.06666666666666667
NNDM,2019,Oct,0.1
NNVC,2013,Sep,0.2857142857142857
NNVC,2019,Sep,0.05
NOC,2004,Jun,2.0
NOC,2011,Mar,1.1068068622025458
NOK,1999,Apr,2.0
NOK,2000,Apr,4.0
NOV,2007,Oct,2.0
NOV,2014,Jun,1.109
NOVT,2010,Dec,0.3333333333333333
NRBO,2019,Dec,0.04
NRG,2007,Jun,2.0
NRIM,1999,Jan,1.05
NRIM,2000,Feb,1.05
NRIM,2001,Nov,1.1
NRIM,2006,Aug,1.05
NRIM,2007,Sep,1.05
NRP,2007,Apr,2.0
NRP,2016,Feb,0.1
NRZ,2014,Oct,0.5
NSEC,2001,May,1.2
NSIT,1999,Feb,1.5
NSIT,2000,Sep,1.5
NSP,2000,Oct,2.0
NSP,2017,Dec,4.0
NSPR,2012,Dec,0.25
NSPR,2015,Oct,0.1
NSPR,2016,Oct,0.04
NSPR,2018,Feb,0.02857142857142857
NSPR,2019,Apr,0.02
NSSC,2004,Apr,2.0
NSSC,2004,Nov,1.2
NSSC,2005,Dec,1.5
NSSC,2006,Jun,1.5
NTAP,1999,Dec,2.0
NTAP,2000,Mar,2.0
NTES,2006,Mar,4.0
NTGR,2019,Jan,1.612
NTIC,2019,Jul,2.0
NTN,2009,Feb,20.0
NTN,2016,Jun,0.02
NTP,2003,Jul,3.0
NTP,2003,Nov,1.1
NTRS,1999,Dec,2.0
NTWK,2003,Aug,0.2
NTWK,2012,Aug,0.1
NTZ,2019,Feb,0.2
NUAN,2019,Oct,1.155
NUE,2004,Oct,2.0
NUE,2006,Jun,2.0
NURO,2011,Sep,0.16666666666666666
NURO,2013,Feb,0.16666666666666666
NURO,2015,Dec,0.25
NURO,2017,May,0.125
NURO,2019,Nov,0.1
NVAX,2019,May,0.05
NVCN,2018,Sep,0.01
NVCN,2019,Jul,0.1
NVDA,2000,Jun,2.0
NVDA,2001,Sep,4.0
NVDA,2006,Apr,2.0
NVDA,2007,Sep,1.5
NVEC,2000,Dec,0.2
NVEC,2002,Nov,0.2
NVFY,2019,Dec,0.2
NVGS,2013,Nov,3.0
NVIV,2015,Apr,0.25
NVIV,2018,Apr,0.04
