Stock,Year,Month,Stock Splits
TEF,2002,Mar,1.02
TEF,2003,Jan,1.0
TEF,2003,Mar,1.02
TEF,2005,Jun,1.04
TEF,2011,Jan,3.0
TELL,2015,Jul,0.125
TEN,1999,Nov,0.2
TENX,2009,Nov,0.06666666666666667
TENX,2013,May,0.05
TENX,2018,Feb,0.05
TER,1999,Sep,2.0
TESS,2006,Nov,1.5
TESS,2010,May,1.5
TEUM,2002,Jan,0.1
TEUM,2008,Jun,1.04
TEUM,2017,Feb,0.04
TEVA,2000,Feb,2.0
TEVA,2002,Dec,2.0
TEVA,2004,Jul,2.0
TEX,2006,Jul,2.0
TGC,2001,Aug,1.05
TGC,2016,Mar,0.1
TGI,2011,Jul,2.0
TGNA,2015,Jun,1.223391240518718
TGNA,2017,Jun,1.5625
TGS,2019,Nov,1.03
TGT,2000,Jul,2.0
TGTX,2011,Jul,1.02
TGTX,2012,Apr,0.017777777777777778
THC,2002,Jul,1.5
THC,2012,Oct,0.25
THFF,2003,Oct,2.0
THMO,2010,Aug,0.25
THMO,2016,Mar,0.05
THMO,2019,Jun,0.1
THO,2002,Jul,2.0
THO,2004,Jan,2.0
THRM,1999,Jan,0.2
TIF,1999,Jul,2.0
TIF,2000,Jul,2.0
TISI,2007,Aug,2.0
TJX,2002,May,2.0
TJX,2012,Feb,2.0
TJX,2018,Nov,2.0
TK,2004,May,2.0
TKC,2000,Oct,1.0
TKC,2001,May,1.099
TKC,2001,Oct,0.1
TKC,2004,Aug,2.9493
TKC,2005,Jun,1.2580645161290323
TKC,2006,Jun,1.1861
TKR,2014,Jul,1.397
TLK,1999,Jun,1.08
TLK,2016,Oct,2.0
TLRD,2005,Jun,1.5
TLSA,2019,Oct,2.0
TMDI,2018,Jun,0.03333333333333333
TMP,2003,Aug,1.1
TMP,2005,Feb,1.0
TMP,2006,May,1.1
TMP,2010,Feb,1.1
TMUS,2013,May,0.5
TNC,2006,Jul,2.0
TNDM,2017,Oct,0.1
TNK,2019,Nov,0.125
TNP,2007,Nov,2.0
TNXP,2013,May,0.05
TNXP,2017,Mar,0.1
TNXP,2018,Nov,0.1
TNXP,2019,Nov,0.1
TOL,2002,Apr,2.0
TOL,2005,Jul,2.0
TOPS,2008,Mar,0.3333333333333333
TOPS,2011,Jun,0.1
TOPS,2014,Apr,0.14285714285714285
TOPS,2016,Feb,0.1
TOPS,2017,Aug,0.03333333333333333
TOPS,2017,Jun,0.06666666666666667
TOPS,2017,May,0.05
TOPS,2017,Oct,0.5
TOPS,2018,Mar,0.1
TOPS,2019,Aug,0.05
TOT,2006,May,2.0
TOT,2016,Jun,1.0
TOT,2017,Dec,1.0113636363636365
TOT,2018,Jun,1.010204081632653
TPL,2007,Jul,5.0
TPR,2002,Jul,2.0
TPR,2003,Oct,2.0
TPR,2005,Apr,2.0
TR,1999,Mar,1.0
TR,2000,Mar,1.0
TR,2001,Mar,1.0
TR,2002,Mar,1.0
TR,2003,Feb,1.0
TR,2004,Feb,1.0
TR,2005,Mar,1.0
TR,2006,Mar,1.0
TR,2007,Mar,1.0
TR,2008,Mar,1.0
TR,2009,Mar,1.0
TR,2010,Mar,1.0
TR,2011,Mar,1.0
TR,2012,Mar,1.0
TR,2013,Mar,1.0
TR,2014,Feb,1.03
TR,2015,Mar,1.03
TR,2016,Mar,1.03
TR,2017,Mar,1.03
TR,2018,Mar,1.03
TRC,2013,Aug,1.031
TRC,2017,Oct,1.03
TRCH,2010,Dec,4.0
TREX,2014,May,2.0
TREX,2018,Jun,2.0
TRIB,2005,Jun,0.25
TRIL,2014,Nov,0.03333333333333333
TRMB,2004,Mar,1.5
TRMB,2007,Feb,2.0
TRMB,2013,Mar,2.0
TRN,2006,Jun,1.5
TRN,2014,Jun,2.0
TRN,2018,Nov,1.389
TROW,2006,Jun,2.0
TROX,2012,Jul,5.0
TRQ,2013,Dec,1.299
TRS,2015,Jul,1.255
TRST,1999,Nov,2.0
TRST,2000,Oct,1.15
TRST,2001,Oct,1.15
TRXC,1999,Jan,0.1
TRXC,2014,Apr,0.2
TRXC,2019,Dec,0.07692307692307693
TS,2006,Apr,5.0
TSBK,2007,Jun,2.0
TSCO,2002,Aug,2.0
TSCO,2003,Aug,2.0
TSCO,2010,Sep,2.0
TSCO,2013,Sep,2.0
TSEM,2012,Aug,0.06666666666666667
TSM,1999,Aug,1.23
TSM,2000,May,1.28
TSM,2001,Jun,1.4
TSM,2002,Jun,1.1
TSM,2003,Jul,1.08
TSM,2004,Jun,1.14
TSM,2005,Jun,1.05
TSM,2006,Jun,1.03
TSM,2007,Jun,1.0
TSM,2008,Jul,1.0
TSM,2009,Jul,1.005
TSRI,2010,Nov,0.5
TTC,2003,Apr,2.0
TTC,2005,Apr,2.0
TTC,2012,Jul,2.0
TTC,2016,Sep,2.0
TTEK,1999,Jun,1.25
TTEK,2001,Dec,1.25
TTI,2003,Aug,1.5
TTI,2005,Aug,1.5
TTI,2006,May,2.0
TTNP,2015,Sep,0.181
TTNP,2019,Jan,0.16666666666666666
TTPH,2019,Sep,0.05
TTWO,2005,Apr,1.5
TU,2013,Apr,2.0
TV,2006,Mar,4.0
TVIX,2012,Dec,0.1
TVIX,2013,Aug,0.1
TVIX,2015,Jun,0.1
TVIX,2016,Aug,0.04
TVIX,2017,Mar,0.1
TVIX,2018,Jun,0.1
TVIX,2019,Dec,0.1
TVTY,2001,Nov,1.5
TVTY,2003,Dec,2.0
TWI,2008,Aug,1.25
TWIN,2006,Apr,2.0
TWIN,2008,Jan,2.0
TWMC,2019,Aug,0.1
TWO,2013,Mar,1.074
TWO,2017,Nov,0.6105
TXMD,2009,Jul,3.0
TXMD,2011,Oct,0.01
TXN,1999,Aug,2.0
TXN,2000,May,2.0
TXRH,2005,Sep,2.0
TXT,2007,Aug,2.0
UA,2016,Jun,2.00709
UAA,2012,Jul,2.0
UAA,2014,Apr,2.0
UAA,2016,Apr,2.0
UAVS,2008,Jul,0.2
UAVS,2014,Jun,0.06666666666666667
UAVS,2018,Mar,0.08
UBCP,1999,Nov,1.05
UBCP,2000,Nov,1.05
UBCP,2001,Nov,1.05
UBCP,2002,Nov,1.05
UBCP,2003,Nov,1.1
UBCP,2004,Dec,1.1
UBCP,2005,Nov,1.0
UBCP,2006,Nov,1.1
UBFO,1999,Oct,3.0
UBFO,2006,May,2.0
UBFO,2008,Oct,1.01
UBFO,2009,Apr,1.01
UBFO,2009,Jan,1.01
UBFO,2009,Jul,1.01
UBFO,2009,Oct,1.01
UBFO,2010,Apr,1.01
UBFO,2010,Jan,1.01
UBFO,2010,Jul,1.0
UBFO,2010,Oct,1.01
UBFO,2011,Apr,1.0
UBFO,2011,Jan,1.01
UBFO,2011,Jul,1.0
UBFO,2011,Oct,1.01
UBFO,2012,Apr,1.01
UBFO,2012,Jan,1.01
UBFO,2012,Jul,1.01
UBFO,2012,Oct,1.01
UBFO,2013,Apr,1.01
UBFO,2013,Jan,1.01
UBFO,2013,Jul,1.01
UBFO,2013,Oct,1.01
UBFO,2014,Apr,1.01
UBFO,2014,Jan,1.01
UBFO,2014,Jul,1.01
UBFO,2014,Oct,1.01
UBFO,2015,Apr,1.01
UBFO,2015,Dec,1.01
UBFO,2015,Jan,1.01
UBFO,2015,Jul,1.01
UBFO,2015,Oct,1.01
UBFO,2016,Dec,1.0
UBFO,2016,Jul,1.0
UBFO,2016,Mar,1.01
UBFO,2016,Oct,1.01
UBFO,2017,Apr,1.01
UBOH,2014,Jan,1.0064
UCBI,2002,May,2.0
UCBI,2004,Apr,1.5
UCBI,2008,Dec,1.0077
UCBI,2008,Sep,1.0077
UCBI,2009,Jun,1.0
UCBI,2009,Mar,1.0077
UCBI,2009,Sep,1.0077
UCBI,2011,Jun,0.2
UEIC,2000,Feb,2.0
UEPS,2005,Jun,0.16666666666666666
UFCS,2004,Dec,2.0
UFI,2010,Nov,0.3333333333333333
UFPI,2017,Nov,3.0
UFS,2009,Jun,0.08333333333333333
UFS,2014,Jun,2.0
UGI,2003,Apr,1.5
UGI,2005,May,2.0
UGI,2014,Sep,1.5
UGLD,2018,Oct,0.1
UGP,2005,Feb,1.0
UGP,2011,Feb,4.0
UGP,2019,Apr,2.0
UHS,2001,Jun,2.0
UHS,2009,Dec,2.0
UIS,2009,Oct,0.1
UL,2006,May,1.8
UMBF,1999,Dec,1.1
UMBF,2001,Dec,1.05
UMBF,2006,May,2.0
UMC,2001,Jul,1.15
UMC,2002,Aug,1.0
UMC,2003,Jul,1.0401
UMC,2004,Jul,1.08
UMC,2005,Aug,1.0
UMC,2006,Aug,1.0
UMC,2007,Oct,0.69716
UMC,2008,Aug,1.045
UN,1999,May,0.8928571428571429
UN,2006,May,3.0
UNB,2003,Aug,1.5
UNFI,2004,Apr,4.0
UNH,2000,Dec,2.0
UNH,2003,Jun,2.0
UNH,2005,May,2.0
UNP,2008,May,2.0
UNP,2014,Jun,2.0
UNTY,2003,Feb,1.05
UNTY,2004,Jun,1.05
UNTY,2005,Jun,1.05
UNTY,2006,Jun,1.05
UNTY,2007,Jun,1.05
UNTY,2008,Jun,1.05
UNTY,2016,Sep,1.1
UONE,2000,Jun,3.0
URBN,2003,Sep,2.0
URBN,2004,Jul,2.0
URBN,2005,Sep,2.0
USAS,2012,May,0.5434782608695652
USAS,2016,Dec,0.08333333333333333
USB,1999,Apr,3.0
USB,2001,Feb,1.265
USEG,2016,Jun,0.16666666666666666
USIO,2015,Jul,0.06666666666666667
USLV,2013,Aug,0.1
USLV,2018,Oct,0.1
USNA,2003,Oct,2.0
USNA,2016,Nov,2.0
USPH,2001,Jan,2.0
USPH,2001,Jun,1.5
UTHR,2009,Sep,2.0
UTSI,2013,Mar,0.3333333333333333
UUU,2004,Apr,1.3333333333333333
UUU,2006,Oct,1.3333333333333333
UUUU,2013,Nov,0.02
UVSP,2000,Apr,1.05
UVSP,2003,Mar,1.25
UVSP,2005,May,1.5
V,2015,Mar,4.0
VAL,2019,Apr,0.25
VALE,2004,Sep,3.0
VALE,2006,Jun,2.0
VALE,2007,Sep,2.0
VAR,1999,Apr,2.0
VAR,2002,Jan,2.0
VAR,2004,Aug,2.0
VAR,2017,Jan,1.1403808872163304
VBFC,2014,Aug,0.0625
VBIV,2006,Mar,0.5
VBIV,2014,Jul,5.0
VBIV,2016,May,0.025
VCEL,2010,Feb,0.125
VCEL,2013,Oct,0.05
VEDL,2013,Sep,0.599
VEON,2004,Nov,3.0
VEON,2007,Aug,5.0
VERB,2019,Feb,0.06666666666666667
VERO,2019,Nov,0.06666666666666667
VFC,2013,Dec,4.0
VFC,2019,May,1.062
VGR,1999,Sep,1.0
VGR,2000,Sep,1.0
VGR,2001,Sep,1.0
VGR,2002,Sep,1.0
VGR,2003,Sep,1.0
VGR,2004,Sep,1.0
VGR,2005,Sep,1.0
VGR,2006,Sep,1.0
VGR,2007,Sep,1.0
VGR,2008,Sep,1.9523809523809523
VGR,2009,Sep,1.0
VGR,2010,Sep,1.0
VGR,2011,Sep,1.0
VGR,2012,Sep,1.05
VGR,2013,Sep,1.0
VGR,2014,Sep,1.0
VGR,2015,Sep,1.05
VGR,2016,Sep,2.1
VGR,2017,Sep,1.05
VGR,2018,Sep,1.05
VGR,2019,Sep,1.05
VGZ,2002,Jun,0.05
VHC,2007,Oct,0.3333333333333333
VHI,2007,Mar,3.433682161109759
VHI,2012,May,3.0
VIAV,1999,Dec,2.0
VIAV,1999,Jul,2.0
VIAV,2000,Mar,2.0
VIAV,2006,Oct,0.125
VIAV,2015,Aug,1.758
VIIX,2013,Aug,0.1
VIIX,2017,Mar,0.2
VIIX,2019,Dec,0.2
VIPS,2014,Nov,10.0
VIRC,1999,Sep,1.1
VIRC,2000,Sep,1.1
VIRC,2001,Sep,1.1
VIRC,2002,Sep,1.1
VISL,2015,Jul,0.1
VISL,2016,Dec,0.1
VISL,2016,Jun,0.08333333333333333
VISL,2019,May,0.1
VIVE,2014,Sep,0.01
VIVE,2016,Apr,0.125
VIVE,2019,Sep,0.01
VIVO,2005,Sep,1.5
VIVO,2007,May,1.5
VLGEA,2007,Apr,2.0
VLGEA,2009,Jan,2.0
VLO,2004,Oct,2.0
VLO,2005,Dec,2.0
VLO,2013,May,1.094
VLY,1999,May,1.05
VLY,2000,May,1.05
VLY,2001,May,1.05
VLY,2002,May,1.25
VLY,2003,Apr,1.05
VLY,2004,Apr,1.05
VLY,2005,May,1.05
VLY,2006,May,1.05
VLY,2007,May,1.05
VLY,2008,May,1.05
VLY,2009,May,1.05
VLY,2010,May,1.05
VLY,2011,May,1.05
VLY,2012,May,1.05
VMC,1999,Mar,3.0
VNCE,2017,Oct,0.1
VNO,2009,Aug,1.0
VNO,2009,May,1.0
VNO,2009,Nov,1.0
VNO,2015,Jan,1.1049723756906078
VNO,2017,Jul,1.237
VOD,1999,Oct,5.0
VOD,2006,Jul,0.875
VOD,2014,Feb,0.981
VOLT,2007,Jan,1.5
VRSN,1999,Dec,2.0
VRSN,1999,Jun,2.0
VRTX,2000,Aug,2.0
VSAT,2000,Sep,2.0
VSEC,2007,Jun,2.0
VSEC,2016,Aug,2.0
VSH,1999,Jun,1.25
VSH,2000,Jun,1.5
VTGN,2014,Aug,0.05
VTNR,2004,Aug,0.016666666666666666
VTNR,2009,May,0.1
VTR,2015,Aug,0.8757
VTSI,2016,Oct,0.1
VTSI,2018,Mar,1.0
VUZI,2013,Feb,0.013333333333333334
VVI,2013,Nov,1.1
VVI,2014,Feb,1.062
VVUS,2018,Sep,0.1
VXRT,2012,Nov,0.16666666666666666
VXRT,2018,Feb,0.09090909090909091
VZ,2006,Nov,1.038055099964706
VZ,2008,Apr,1.0046515366145252
VZ,2010,Jul,1.0662242546825904
WAB,2013,Jun,2.0
WAFD,1999,Feb,1.1
WAFD,2001,Feb,1.1
WAFD,2002,Feb,1.1
WAFD,2003,Feb,1.1
WAFD,2004,Feb,1.1
WAFD,2005,Feb,1.1
WAT,1999,Jun,2.0
WAT,2000,Aug,2.0
WBA,1999,Feb,2.0
WBK,2013,Aug,5.0
WCN,2004,Jun,1.5
WCN,2007,Mar,1.5
WCN,2010,Nov,1.5
WCN,2017,Jun,1.5
WDR,2000,Apr,1.5
WEC,2011,Mar,2.0
WERN,2002,Mar,1.3333333333333333
WERN,2003,Oct,1.25
WES,2013,Nov,inf
WES,2014,Nov,1.1111111111111112
WEYS,2003,Oct,1.5
WEYS,2005,Apr,2.0
WF,2014,May,0.839
WFC,2006,Aug,2.0
WGO,2004,Mar,2.0
WHLM,2014,Jul,0.05
WHLR,2017,Apr,0.125
WILC,2004,Dec,2.0
WINT,2010,Dec,0.06666666666666667
WINT,2016,Jan,0.07142857142857142
WINT,2017,Dec,0.05
WIRE,2004,Aug,1.5
WIT,2004,Jul,3.0
WIT,2005,Aug,1.0
WIT,2005,Sep,2.0
WIT,2010,Jun,1.6666666666666667
WIT,2013,Apr,1.121
WIT,2017,Jun,2.0
WIT,2019,Mar,1.3333333333333333
WKEY,2019,Nov,0.4
WKHS,2015,Dec,0.1
WLK,2014,Mar,2.0
WLL,2011,Feb,2.0
WLL,2017,Nov,0.25
WLTW,2016,Jan,0.3775
WMB,2001,Apr,1.0893246187363834
WMB,2012,Jan,1.2266928361138372
WMT,1999,Apr,2.0
WNEB,2007,Jan,3.28138
WORX,2019,Feb,0.05263157894736842
WPP,1999,Nov,2.0
WRB,2002,Jul,1.5
WRB,2003,Aug,1.5
WRB,2005,Apr,1.5
WRB,2006,Apr,1.5
WRB,2019,Apr,1.5
WRB,2019,Mar,1.0
WRI,2002,Apr,1.5
WRI,2004,Mar,1.5
WRK,2016,May,1.1099
WSBF,2014,Jan,1.0972
WSFS,2015,May,3.0
WSM,2002,May,2.0
WST,2004,Sep,4.0
WST,2013,Sep,2.0
WSTL,2017,Jun,0.25
WTBA,1999,May,1.5
WTBA,2004,Jul,1.05
WTBA,2006,Jul,1.0
WTER,2015,Dec,0.02
WTFC,2002,Mar,1.5
WTS,1999,Oct,0.7204
WWD,2006,Feb,3.0
WWD,2008,Feb,2.0
WWR,2006,Apr,0.25
WWR,2013,Jan,0.1
WWR,2016,Mar,0.08333333333333333
WWR,2019,Apr,0.02
WWW,2005,Feb,1.5
WWW,2013,Nov,2.0
WY,2010,Jul,2.0
WYND,2018,Jun,2.215
XAN,2015,Sep,0.25
XBIO,2019,Jun,0.08333333333333333
XFOR,2019,Mar,0.16666666666666666
XLNX,1999,Dec,2.0
XLNX,1999,Mar,2.0
XOM,2001,Jul,2.0
XOMA,2010,Aug,0.06666666666666667
XOMA,2016,Oct,0.05
XPO,2011,Sep,0.25
XRAY,2002,Feb,1.5
XRAY,2006,Jul,2.0
XRF,2019,Dec,0.1
XRX,1999,Feb,2.0
XRX,2017,Jan,1.518
XRX,2017,Jun,0.5
XSPA,2015,Nov,0.1
XSPA,2019,Feb,0.05
XTLB,2012,Oct,0.1
XTLB,2017,Feb,0.2
XTNT,2014,Jul,0.1
XTNT,2018,Feb,0.08333333333333333
Y,1999,Mar,1.02
Y,2000,Mar,1.02
Y,2001,Mar,1.02
Y,2002,Mar,1.02
Y,2003,Mar,1.02
Y,2004,Mar,1.02
Y,2005,Mar,1.02
Y,2006,Mar,1.02
Y,2007,Mar,1.02
Y,2008,Mar,1.02
Y,2009,Mar,1.02
Y,2010,Mar,1.02
Y,2011,Mar,1.02
YGYI,2017,Jun,0.05
YORW,2002,May,2.0
YORW,2006,Sep,1.5
YRCW,2010,Oct,0.04
YRCW,2011,Dec,0.0033333333333333335
YTEN,2015,May,0.16666666666666666
YTEN,2017,May,0.1
YUM,2002,Jun,2.0
YUM,2007,Jun,2.0
YUM,2016,Nov,1.391
YVR,2010,Feb,0.2
YVR,2018,Oct,0.2
ZBRA,2003,Aug,1.5
ZBRA,2004,Aug,1.5
ZG,2015,Aug,3.207
ZGNX,2015,Jul,0.125
ZIOP,2005,Aug,0.025
ZIV,2011,Jun,8.0
ZNH,2008,Sep,1.5
ZSAN,2018,Jan,0.05
ZUMZ,2006,Apr,2.0
